Topic,Premise,Conclusion,Novelty,Confidence
UN Security Council veto,"It is no longer viable to argue that nations agreed to join the UN as an unequal body. As a global constitution, the UN charter must uphold sovereign equality. And, yet, the UN SC veto power violates this principle.","[""The UN's veto action goes against the principle of equality.""]",0,very confident
US health care reform,"let’s all take a deep breath, and consider just how much good this bill would do, if passed — and how much better it would be than anything that seemed possible just a few years ago. With all its flaws, the Senate health bill would be the biggest expansion of the social safety net since Medicare, greatly improving the lives of millions. Getting this bill would be much, much better than watching health care reform fail.","['The Iraq war prompted the message that it was not only about WMDs, but also about supporting terrorism and other similar activities.']",0,very confident
UN Security Council veto,"Country admission into the UN and into the Security Council is a sensitive topic for some countries, and can often involve deeply rooted prejudices. But, admission should not be held ransom to these prejudices in the form of the vetoe.",['Admission to the UN Security Council can be a delicate process.'],0,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,['The United States has the ability to instigate a democratic process in Pakistan.'],1,confident
Trying terrorist suspects in civilian courts,"Which brings us to the idea that allowing Mr. Mohammed to take the stand will give him a soapbox. The truth is, if the trial provides a propaganda platform for anybody, it will be for our side. [...] First, federal courts do not permit TV cameras in the courtroom, so the opportunity for “real time” jihadist propagandizing won’t exist.","['Trials will not be a soap opera for terrorists,']",0,very confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.","[""The US may have a problem with India's nuclear deal as it could be turned against the US.""]",1,very confident
US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.","['The electoral college\'s ""winner-takes-all"" approach results in campaign contributions being limited to swing states.']",1,confident
US health care reform,ObamaCare would require Americans to buy government-approved health insurance. It would make it illegal to offer choices in insurance plans beyond the handful of very similar ones that the government would allow. It would become illegal to offer new and innovative plans. [...] Competition and choice would diminish tremendously. One-size-fits-all conformity would rule the day.,['Competition in the US health care industry is curtailed by government-approved insurers.'],0,very confident
US offshore oil drilling,Opening more of America's coastlines to oil and natural gas drilling won't cut energy prices anytime soon. And it won't greatly reduce the country's dependence on foreign oil. [...] But it could [...] soften the blow of future price spikes.,['Gas prices will remain high despite ongoing drilling activities.'],0,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.","['The Pakistani government should allow a unilateral US capture of Bin Laden, provided that intelligence is short-lived.']",0,very confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",['The majority of television programming is centered around commercially relevant films and shows that have minimal cultural significance:'],1,very confident
Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",['The quality of trade is determined by the infrastructure.'],1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.","[""Turkey's EU membership may cause populist uprisings.""]",1,very confident
Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,['The power of consumer pressure is potent.'],1,very confident
Two-state solution to Israeli-Palestinian conflict,"US special envoy George Mitchell: ""In the case of the Israeli-Palestinian conflict, we believe that the two-state solution, two states living side by side in peace, is the best and the only way to resolve this conflict.",['The Israeli-Palestinian conflict can be resolved most effectively with a two-state solution.'],0,very confident
Trying terrorist suspects in civilian courts,"The detainees, as they have shown in the past, are especially dangerous to guards, a problem that's more acute when in transit or in civilian prisons than in a facility like Guantanamo that's designed to house them.",['Detainees pose a danger to both guards and inmates.'],0,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,['The United States has the ability to instigate a democratic process in Pakistan.'],1,confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","['Torture is being used to save lives, and there is a significant amount of backing from the public:']",1,very confident
United Nations Standing Army,"and so more likely to be respected as a neutral peacemaker and peacekeeper; contrast this to the perceived differences in attitude between troops from Britain, the US, Russia and France to warring sides in the Balkans. It would also be free of accusations of meddling and self-interest that accompany the participation of troops from neighbouring states in UN interventions (for example, Nigeria in West African missions).",['The UN would maintain a standing army that is not under the influence of major powers.'],1,confident
US and NATO intervention in Libya,"To brush aside America's responsibility as a leader and — more profoundly — our responsibilities to our fellow human beings under such circumstances would have been a betrayal of who we are. Some nations may be able to turn a blind eye to atrocities in other countries. The United States of America is different. And as President, I refused to wait for the images of slaughter and mass graves before taking action.",['A US intervention in Libya would be a violation of American values.'],0,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.","[""Turkey's EU membership may cause populist uprisings.""]",1,very confident
Two-state solution to Israeli-Palestinian conflict,"International consensus or no, the two-state solution is a chimera. Peace will not be achieved by granting sovereignty to the Palestinians, because Palestinian sovereignty has never been the Arabs' goal. Time and time again, a two-state solution has been proposed. Time and time again, the Arabs have turned it down.",['The Israeli-Palestinian conflict requires a two-state solution that is not successful.'],1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.","[""Turkey's admission onto the continent is not justified based on Christian heritage.""]",1,very confident
TV viewing is harmful to children,"There are various educational TV shows for children that were proven to teach children basic literacy skills or helped them think creatively. These include Sesame Street, Blue's Clues, Reading Rainbow, and many more. Moreover, they were also popular among children.",['Children can benefit from watching TV shows that offer educational content.'],1,confident
US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.",['The use of North Korea as a bombing location results in India being able to access resources.'],0,very confident
Trying 9/11 terror suspects in NYC courts,"New York Mayor Michael Bloomberg said in November of 2009: ""It is fitting that 9/11 suspects face justice near the World Trade Center site where so many New Yorkers were murdered.",['The WTC site is a potential location for the prosecution of 9/11 suspects.'],0,very confident
United Nations No Growth Budgets,"Circumstances can change rapidly. In one year there might be a significant need for peacekeeping, while in another, the need might be less pronounced.","[""Trade serves as a crucial foundation for developing countries' self-improvement.""]",0,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",['Terrorists are entitled to a just trial in civilian courts.'],1,very confident
Trying 9/11 terror suspects in NYC courts,"Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.",['Humans are entitled to the same rights as animals.'],0,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",['It is unacceptable for the EU to exhibit any form of discrimination towards religion.'],1,very confident
Torture,"Torture puts the torturer in a position of dominance and abuse that has a brutalizing effect. This brutalizing effect is dehumanizing, or at least it defeats the virtues of compassion, empathy, and dignity that define a good human being, perhaps in God's image.",['The act of torture is both brutal and dehumanizing.'],0,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.","[""The EU nations that are firmly against Turkey's admission should not be compelled to follow their lead.""]",1,very confident
Trying 9/11 terror suspects in NYC courts,"As for emotional pain, one of the advances in the U.S. criminal justice system is giving victims a place at trial and a chance to be heard. The families wouldn’t get that in Guantanamo.",['The Libya issue was deliberated upon by the Obama administration and Congress.'],0,very confident
US offshore oil drilling,"Critics note that the potential supplies offshore are a tiny part of the world market, but even so the Interior Department's estimates range from 39 billion to 62 billion barrels of oil. We use 7 billion barrels a year, so if the oil is really there, it could be five to nine years worth. True, robust production wouldn't kick in for a decade or more. But that same argument helped block action 10 years ago. Domestic gas supplies, meanwhile, are massive and underutilized.",['The quantity of offshore oil is insufficient to warrant the use of drilling.'],0,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.",['US security is compromised by the use of civilian courts to try terrorist suspects.'],1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.","[""Turkey's admission onto the continent is not justified based on Christian heritage.""]",1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.",['US security is compromised by the use of civilian courts to try terrorist suspects.'],1,very confident
United Nations Standing Army,"especially if it were to include purchase of air and sea transport to reach theatres of operation, added to the high costs of permanent establishment and training, and equipping the force for every possible type of terrain. At present the UN can draw upon different kind of troops for different kinds of missions from whatever member states feel best equipped to deal with a particular situation.","['The expense of assembling such a formidable army would be prohibitively expensive,']",0,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",['The EU public may react negatively to Turkish membership.'],1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.","[""Turkey's EU membership may cause populist uprisings.""]",1,very confident
United Nations Standing Army,"A reform in the system of UN military missions is necessary. The peacekeeping forces in the status quo take too long to activate, and are often short of expectations. They rely too much on each country's individual situation and promises, which makes the system unstable. This has led to failures in Central Africa, Bosnia, Sierra Leone and Somalia. A UN standing army would be permanently available, stable, and have quick reactions to crises, which will lead to quick solvency.",['Summer youth programs are impacted by the year-round schooling.'],0,very confident
US health care reform,ObamaCare would require Americans to buy government-approved health insurance. It would make it illegal to offer choices in insurance plans beyond the handful of very similar ones that the government would allow. It would become illegal to offer new and innovative plans. [...] Competition and choice would diminish tremendously. One-size-fits-all conformity would rule the day.,['Competition in the US health care industry is curtailed by government-approved insurers.'],0,very confident
Trying terrorist suspects in civilian courts,"Brutal interrogations. Holder and his team plan to prevent the 9/11 prosecution from morphing into a trial of the CIA for torture, Newsweek has reported, by avoiding or minimizing reliance on admissions derived (or arguably derived) from coercive interrogations. These admissions may include Mohammed's statements during a 2007 Guantanamo hearing that he personally beheaded Wall Street Journal reporter Daniel Pearl and ""was responsible for the 9/11 operation, from A to Z.","[""The CIA's torture protocol does not include brutal interrogations.""]",0,confident
United Nations Standing Army,"especially if it were to include purchase of air and sea transport to reach theatres of operation, added to the high costs of permanent establishment and training, and equipping the force for every possible type of terrain. At present the UN can draw upon different kind of troops for different kinds of missions from whatever member states feel best equipped to deal with a particular situation.","['The expense of assembling such a formidable army would be prohibitively expensive,']",0,very confident
Torture,"Torture puts the torturer in a position of dominance and abuse that has a brutalizing effect. This brutalizing effect is dehumanizing, or at least it defeats the virtues of compassion, empathy, and dignity that define a good human being, perhaps in God's image.",['The torturers are rendered inhumane by torture.'],0,very confident
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.",['The likelihood of KSM being convicted in NY civilian courts is high.'],0,very confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,"[""The insurgency's rallying cry would be shattered if Iraq withdrew.""]",0,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.","[""The EU nations that are firmly against Turkey's admission should not be compelled to follow their lead.""]",1,very confident
Two-state solution to Israeli-Palestinian conflict,"we are further from implementing the two-state solution today than we were in 2001. In fact, it can't be implemented because the Palestinians themselves constitute two states. Without Palestinian unity -- unity that ended with the Hamas election and then full seizure of power in Gaza--the two-state solution is simply not achievable.",['The Palestinian population is too divided to establish a state.'],1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",['The US-India nuclear agreement heightens the tension between India and Pakistan due to nuclear issues.'],1,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",['American justice system uses civilian courts as a means of trying terrorist suspects.'],1,very confident
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.","[""India's nuclear program has been under the protection of the US for several decades.""]",0,very confident
Trying 9/11 terror suspects in NYC courts,"Sen. John McCain, R-Ariz., compared the decision to try accused 9/11 mastermind Khalid Sheikh Mohammed and other terrorists in New York City to trying Nazi war criminal Hermann Goering in San Francisco. ""It's ridiculous. These are war criminals and terrorists and they should not be privy to regular courtroom procedures.",['The courts in New York City should not be used to prosecute terrorists.'],0,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,['Other technologies will be accessible once the nuclear deal is concluded.'],1,very confident
Trying terrorist suspects in civilian courts,"there is no longer much difference between a military and civilian trial. After the U.S. Supreme Court weighed in on the shortcomings of George W. Bush’s tribunals, Congress and the Obama administration granted more rights to the accused."" Therefore, trying terrorists in civilian courts is little different, and not more risky.",['Military tribunals and civilian courts are essentially the same.'],0,very confident
US debt ceiling deal,"Republicans will surely be emboldened by the way Mr. Obama keeps folding in the face of their threats. He surrendered last December, extending all the Bush tax cuts; he surrendered in the spring when they threatened to shut down the government; and he has now surrendered on a grand scale to raw extortion over the debt ceiling. Maybe it’s just me, but I see a pattern here.",['There is no invasion of privacy in surveillance footage.'],0,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",['It is unacceptable for the EU to exhibit any form of discrimination towards religion.'],1,very confident
TV viewing is harmful to children,"There are various educational TV shows for children that were proven to teach children basic literacy skills or helped them think creatively. These include Sesame Street, Blue's Clues, Reading Rainbow, and many more. Moreover, they were also popular among children.",['Children can benefit from watching TV shows that offer educational content.'],1,confident
United Nations No Growth Budgets,Pressures like inflation affect the UN as much as they impact the consumer in the streets of New York. Inflation has meant a real-terms decrease in the UN budget—not a level budget. It is not realistic to assume that the same level of funding as six or more years ago is truly adequate for today or tomorrow.,['The high prices of wave energy will result in no economies of scale.'],0,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",['Terrorists are entitled to a just trial in civilian courts.'],1,very confident
Trying 9/11 terror suspects in NYC courts,"Trying the 9/11 defendants before military commissions, on the other hand, would be widely (if unfairly) denounced as designed to ensure convictions regardless of the evidence. A decision to continue holding the suspects without trial -- after eight years of presidential vows to put them on trial -- would be a damning admission that America is simply not up to the task of bringing war criminals to justice.",['It would be unjust to bring the 9/11 suspects before military courts.'],0,very confident
United Nations No Growth Budgets,"Circumstances can change rapidly. In one year there might be a significant need for peacekeeping, while in another, the need might be less pronounced.",['The necessity for peacekeeping in Syria can fluctuate.'],0,confident
US offshore oil drilling,"While some contend that oil rigs are ugly to look at from the coast, this is not necessarily the case for everyone. Many like the imaginative stimulation it provides, as it forces one to contemplate a rig drilling thousands of feet to a reservoir below and to contemplate the energy demands of modern society. This need not be a painful ""eye-sore"", and can often be quite pleasant.",['The prospect of offshore oil drilling can be a pleasurable experience.'],0,confident
Two-state solution to Israeli-Palestinian conflict,"we are further from implementing the two-state solution today than we were in 2001. In fact, it can't be implemented because the Palestinians themselves constitute two states. Without Palestinian unity -- unity that ended with the Hamas election and then full seizure of power in Gaza--the two-state solution is simply not achievable.",['The Palestinian population is too divided to establish a state.'],1,very confident
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.","['Hurricanes do not affect offshore drilling rigs, making them resilient.']",0,very confident
US and NATO intervention in Libya,"Once Obama crosses the Rubicon, future presidents will simply cite Libya when they unilaterally commit America to far more ambitious NATO campaigns. If nothing happens, history will say that the War Powers Act was condemned to a quiet death by a president who had solemnly pledged, on the campaign trail, to put an end to indiscriminate warmaking.",['Libya will be the sole reason for future US presidents to mention it.'],0,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.","['The US energy crisis can be resolved through offshore drilling, which is seen as a viable solution.']",0,very confident
TV viewing is harmful to children,"There are various educational TV shows for children that were proven to teach children basic literacy skills or helped them think creatively. These include Sesame Street, Blue's Clues, Reading Rainbow, and many more. Moreover, they were also popular among children.",['Children can benefit from watching TV shows that offer educational content.'],1,confident
Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.",['Third parties are less likely to surface later.'],0,very confident
Trying 9/11 terror suspects in NYC courts,"Instead of a straightforward finding of guilt and execution in a military court, Americans who suffered the loss of loved ones on 9/11 will have to suffer through a lengthy trial designed to show the world that Americans are fair to terrorists. [...] And they will have to suffer that trial within blocks of where two planes commandeered by fellow terrorists flew into and destroyed the Twin Trade Towers.","['The ""domino theory"" is based on the idea of a Middle Eastern region with no borders after Iraq\'s withdrawal.']",0,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.","[""Turkey's admission onto the continent is not justified based on Christian heritage.""]",1,very confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","['Torture is being used to save lives, and there is a significant amount of backing from the public:']",1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.","[""The US's attempt to trial terrorists could lead to a terrorist attack.""]",1,very confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","['Torture is being used to save lives, and there is a significant amount of backing from the public:']",1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.","[""Turkey's admission onto the continent is not justified based on Christian heritage.""]",1,very confident
U.S. Withdrawal From the United Nations,"If the U.S. withdraws from the U.N, it will promote a policy of isolationism, which will only cause a severe decrease in international trade. Other nations will be hesitant to share resources with a 'lone' nation, a nation we cannot afford to be at this time.","[""Isolationism will be fueled by the UN's withdrawal.""]",0,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",['The utilization of toxic uranium or grinding to produce nuclear energy is necessary.'],1,very confident
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",['The non-payment of dues is a violation of international law:'],0,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.","[""The US and India's relationship will be strained if they reach a nuclear agreement.""]",0,confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,['Legislative change is accelerated by the presence of two political parties.'],1,very confident
United Nations Standing Army,"and so more likely to be respected as a neutral peacemaker and peacekeeper; contrast this to the perceived differences in attitude between troops from Britain, the US, Russia and France to warring sides in the Balkans. It would also be free of accusations of meddling and self-interest that accompany the participation of troops from neighbouring states in UN interventions (for example, Nigeria in West African missions).",['The UN would maintain a standing army that is not under the influence of major powers.'],1,confident
Turkey EU membership,"Europe is seen as a Christian club in many ways. This is, in most ways, contrary to modern principles of diversity, integration, and mutual understanding. If religious diversity is seen as a desirable objective in itself, Turkey's membership will help in its realization.",['Europe is a club that follows the Christian faith.'],0,very confident
US and NATO intervention in Libya,"The US gained the official support, or call for help, from the Arab League before acting in Libya. This added a critical layer of legitimacy and thus legality to the operation, particularly due to the sensitivities of Arab countries to Western military operations in their region.",['Middle Eastern countries are sanctioned by the US/NATO.'],0,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",['American justice is exemplified by the use of civilian courts to try terrorist suspects.'],1,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.",['The EU should not compel countries to accept Turkey as one of its members.'],0,very confident
US electoral college,"Alternative election methods such as Approval voting, Condorcet voting, and even Instant Runoff Voting cannot be properly implemented at the Presidential level if the Electoral College remains in place. This is unfortunate, given that these methods are a marked improvement on the current systems.",['The absence of Electoral College makes alternative election methods unsuitable.'],0,very confident
U.S. Withdrawal From the United Nations,"Since the U.S. has the largest military in the world, in addition to the most economic might, its material strength justifies its autonomy. Withdrawing from the U.N. could allow America to exercise its influence outside the realm of the U.N.'s unnecessary constraint.",['The U.S. has the most extensive military capability globally.'],0,very confident
Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.","[""The EU nations that are firmly against Turkey's admission should not be compelled to follow their lead.""]",0,very confident
US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.","['The electoral college\'s ""winner-takes-all"" approach results in campaign contributions being limited to swing states.']",1,confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.","[""Turkey's EU membership may cause populist uprisings.""]",1,very confident
Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.",['It is necessary to allow leaders to determine with certainty that torture is the most likely means of saving hundreds of thousands of people.'],1,very confident
Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",['The quality of trade is determined by the infrastructure.'],1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",['American justice is exemplified by the use of civilian courts to try terrorist suspects.'],1,very confident
Trying 9/11 terror suspects in NYC courts,"New York Mayor Michael Bloomberg said in November of 2009: ""It is fitting that 9/11 suspects face justice near the World Trade Center site where so many New Yorkers were murdered.","[""The US military's reputation will be irreparable if the Iraq War is prolonged.""]",0,very confident
Two-state solution to Israeli-Palestinian conflict,"The Palestinians are like crocodiles, the more you give them meat, they want more."" -- Ehud Barak, Prime Minister of Israel at the time - August 28, 2000. Reported in the Jerusalem Post August 30, 2000.",['Palestinians are akin to amphibians:'],0,very confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.","[""The Twin Towers' lack of reconstruction is a testament to the downfall of American culture.""]",1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",['The EU public may react negatively to Turkish membership.'],1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",['The utilization of toxic uranium or grinding to produce nuclear energy is necessary.'],1,very confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,['Legislative change is accelerated by the presence of two political parties.'],1,very confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.","[""The US may have a problem with India's nuclear deal as it could be turned against the US.""]",1,very confident
Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,['The power of consumer pressure is potent.'],1,very confident
